date;aerosols;blue;green;red;re1;re2;re3;nir;nir2;watervapor;swir1;swir2;cloud;sat
2023-05-18;0.0143;0.029;0.0595;0.0672;0.0846;0.1417;0.1594;0.16;0.1659;0.0211;0.1468;0.1127;194;s2
2023-05-23;0.5558;0.4603;0.4743;0.4684;0.4964;0.5235;0.5343;0.4925;0.5386;0.3452;0.2711;0.2467;194;s2
2023-05-28;0.0182;0.0225;0.0467;0.0362;0.0702;0.1702;0.2119;0.2118;0.2318;0.0421;0.1157;0.0567;196;s2
2023-06-02;0.2579;0.1889;0.2289;0.2398;0.2737;0.3392;0.3678;0.3303;0.387;0.1936;0.286;0.2397;66;s2
2023-06-07;0.0063;0.0063;0.025;0.0217;0.0443;0.1078;0.1332;0.1312;0.1423;0.0164;0.058;0.0331;200;s2
2023-06-12;-0.0047;-0.0076;0.0035;1e-04;0.0083;0.0389;0.0501;0.0484;0.0539;0.0062;0.0169;0.0087;196;s2
2023-06-17;-0.0129;-0.0147;-0.004;-0.0081;-6e-04;0.0306;0.0425;0.0397;0.0452;0.0036;0.0148;0.0084;202;s2
2023-06-22;0.0557;0.0615;0.0974;0.1154;0.146;0.228;0.2605;0.263;0.2802;0.0936;0.1208;0.0954;194;s2
2023-06-27;1.0505;1.0179;1.0242;0.9819;0.9997;0.996;0.9898;1.0103;0.9797;0.719;0.6796;0.5699;194;s2
2023-07-02;0.6981;0.6423;0.6579;0.6463;0.6617;0.6746;0.6818;0.6695;0.6799;0.4432;0.464;0.3258;194;s2
2023-07-07;0.0112;0.0168;0.0395;0.0296;0.0608;0.1586;0.1945;0.2017;0.2104;0.0594;0.0947;0.048;128;s2
2023-07-12;0.6939;0.6456;0.6441;0.6151;0.6341;0.6493;0.6475;0.6496;0.6418;0.5156;0.1671;0.202;194;s2
2023-07-17;0.0143;0.0187;0.0411;0.0333;0.0596;0.1665;0.2137;0.2118;0.2336;0.0235;0.1128;0.053;200;s2
2023-07-22;0.301;0.4069;0.4471;0.4493;0.461;0.5166;0.5361;0.5678;0.5444;0.1691;0.4985;0.3879;66;s2
2023-07-27;0.0141;0.0217;0.0496;0.0425;0.072;0.1841;0.2326;0.2291;0.255;0.0605;0.1378;0.0733;132;s2
2023-08-06;0.0088;0.0156;0.035;0.0268;0.0546;0.1556;0.1958;0.2042;0.2159;0.0708;0.0975;0.0453;136;s2
2023-08-11;0.0082;0.0145;0.0339;0.0275;0.056;0.1431;0.1776;0.1819;0.1928;0.0565;0.0888;0.0451;64;s2
2023-08-16;0.0363;-0.0023;0.0319;0.0449;0.0798;0.1794;0.2228;0.2078;0.2496;0.065;0.1381;0.0799;194;s2
2023-08-26;0.0343;0.012;0.0342;0.029;0.0516;0.145;0.1844;0.1894;0.2144;0.0485;0.1017;0.0595;198;s2
2023-08-31;0.461;0.5058;0.5143;0.5031;0.5211;0.5557;0.565;0.5769;0.5656;0.3254;0.4398;0.3608;194;s2
2023-09-05;0.0064;0.0136;0.0319;0.0271;0.0529;0.1408;0.1812;0.1869;0.1954;0.0473;0.0936;0.0454;128;s2
2023-09-10;0.0082;0.0158;0.0337;0.0295;0.0516;0.1443;0.1708;0.1827;0.191;0.0558;0.0894;0.0453;64;s2
2023-09-15;0.0065;0.1345;0.135;0.115;0.1407;0.2482;0.293;0.3361;0.3164;0.0676;0.2073;0.1298;194;s2
2023-09-20;-0.0534;-0.0519;-0.0381;-0.0342;-0.0284;0.0064;0.0227;0.0254;0.0322;-0.0319;0.0121;0.0141;200;s2
2023-09-25;0.0062;0.0112;0.027;0.0226;0.0436;0.1211;0.1497;0.1585;0.1701;0.0441;0.0801;0.0373;64;s2
2023-09-30;0.0085;0.0143;0.0311;0.0278;0.0503;0.1428;0.1768;0.1774;0.1929;0.0366;0.0914;0.0452;128;s2
2023-10-05;0.0119;0.0152;0.0306;0.0295;0.0479;0.1222;0.1534;0.1494;0.1723;0.0416;0.0859;0.0526;192;s2
2023-10-10;-0.0143;0.0034;0.0235;0.0332;0.0441;0.078;0.0882;0.0877;0.0924;0.0268;0.0584;0.0374;194;s2
2023-10-15;0.0642;0.0514;0.0788;0.0965;0.1193;0.1732;0.1971;0.1859;0.2139;0.0782;0.187;0.18;194;s2
2023-10-25;0.9777;0.9064;0.9289;0.9115;0.9144;0.9239;0.9297;0.8665;0.9219;0.4181;0.1894;0.1917;194;s2
2023-11-09;0.0262;0.0227;0.0416;0.0482;0.0866;0.1736;0.2079;0.203;0.2312;0.0839;0.1049;0.0917;194;s2
2023-11-14;0.007;0.0041;0.0158;0.0175;0.0345;0.1071;0.1307;0.137;0.1508;0.0302;0.0668;0.0343;128;s2
2023-11-19;0.0479;0.0216;0.0821;0.1233;0.1654;0.2507;0.2752;0.2295;0.2994;0.0392;0.2549;0.1929;194;s2
2023-11-24;0.0025;0.0039;0.0147;0.0143;0.0317;0.0975;0.1201;0.1302;0.1373;0.0667;0.055;0.0267;64;s2
2023-11-29;0.0045;0.0051;0.0153;0.0143;0.0314;0.0978;NA;0.1287;0.1359;NA;NA;NA;64;s2
2023-12-09;0.239;NA;0.3087;0.3045;0.3513;0.4683;0.4996;0.5202;0.5281;0.1417;0.204;0.1942;194;s2
2023-12-14;-0.0295;-0.0326;-0.0247;-0.0187;NA;0.0784;NA;0.1074;0.1185;NA;NA;NA;192;s2
2023-12-19;-0.0088;-0.009;0.0024;0.0039;0.0208;0.0882;0.1097;0.1139;0.122;0.0593;0.0444;0.02;192;s2
2023-12-24;0.7588;0.7551;0.7423;0.7014;0.7118;NA;NA;0.7689;NA;NA;NA;NA;194;s2
2023-12-29;0.0074;NA;0.0266;0.0319;0.0567;0.1252;0.151;0.1578;0.173;0.0595;0.0882;0.0661;192;s2
2024-01-03;-0.0038;-0.0015;0.005;NA;0.024;0.0925;NA;0.1213;0.1247;0.0465;0.0419;0.0202;192;s2
2024-01-08;0.6445;0.7114;0.6943;0.6555;0.6501;0.6483;0.6263;0.6586;0.5998;NA;0.3596;0.3063;194;s2
2024-01-13;-0.0158;-0.0185;-0.0087;NA;NA;NA;0.1258;0.1336;NA;0.0688;0.0326;0.0175;192;s2
2024-01-18;0.525;0.4376;0.4696;0.4938;0.5123;0.5599;0.565;0.5062;0.5697;0.2486;NA;0.2674;194;s2
2024-01-23;-0.0937;-0.0531;-0.0589;-0.0664;NA;0.011;0.0381;NA;NA;-0.0842;-0.0044;0.0138;194;s2
2024-01-28;-0.0199;-0.0146;-0.0011;0.0027;0.0208;NA;NA;0.1204;0.1253;0.0693;0.0406;0.0206;192;s2
2024-02-02;0.2098;0.2091;NA;0.2555;0.2816;0.3483;0.3691;0.3774;0.3974;0.1478;0.3041;0.244;194;s2
2024-02-07;0.3597;0.2713;0.2812;0.3125;0.3532;0.4075;0.4235;0.4024;NA;0.2247;0.261;NA;66;s2
2024-02-12;-0.0127;NA;-0.0153;-0.01;0.0038;0.0551;0.0753;0.0737;0.089;-0.0027;0.0287;0.0213;NA;s2
2024-02-17;0.5767;0.499;0.537;0.5642;0.6018;0.6346;0.6455;0.5773;0.6556;NA;NA;NA;NA;s2
2024-04-07;0.0126;0.0148;0.0363;0.0349;0.0595;0.1368;NA;0.1685;0.1801;0.072;0.094;0.0614;196;s2
2024-04-17;0.7945;0.7405;0.728;0.7006;0.7189;NA;0.7172;0.7177;NA;0.5902;0.217;0.2488;194;s2
2024-05-07;0.7658;0.7404;0.7525;0.7495;0.7602;0.7685;NA;NA;0.7763;0.401;0.1905;0.2006;66;s2
2024-05-17;-0.0106;-0.0111;NA;0.0232;0.0641;0.1732;0.2038;NA;NA;0.0655;0.0968;0.0513;196;s2
2024-05-22;0.3131;0.0653;0.0875;0.125;0.1908;0.2807;NA;0.1983;0.3682;0.1817;0.1238;0.1374;66;s2
2024-06-06;0.0115;0.0183;0.0459;0.0353;0.0766;NA;0.2159;0.2194;0.236;0.0482;0.1123;0.0564;196;s2
2024-06-11;0.2697;NA;NA;0.1787;0.2104;0.2733;0.3049;0.268;0.3262;0.1625;0.2103;0.1893;NA;s2
2024-06-16;0.0036;0.0382;0.0521;0.0408;0.0478;NA;0.1054;0.1505;0.1214;NA;0.0715;NA;194;s2
2024-06-21;0.0181;0.0249;0.054;0.04;0.0663;0.1775;0.216;0.2181;0.2444;0.0029;0.1292;0.0743;192;s2
2024-06-26;0.6402;0.622;0.6392;NA;0.6531;0.6807;0.6867;0.6849;NA;NA;NA;NA;NA;s2
2024-07-01;0.6051;NA;0.5405;0.5311;0.5509;0.5733;0.5751;0.5509;0.5665;NA;0.2084;0.1976;194;s2
2024-07-06;0.0309;-0.0845;-0.0215;0.0365;0.0788;0.164;0.1909;0.0887;NA;NA;NA;NA;194;s2
2024-07-11;0.0052;0.0109;0.0337;0.0265;0.0534;0.1606;0.1999;0.1982;0.221;0.0265;0.1047;0.0509;200;s2
2024-07-16;0.0104;0.0166;0.0416;0.0325;0.0657;0.1818;NA;NA;NA;0.0383;0.1141;0.0561;196;s2
2024-07-21;0.0086;0.0128;0.0316;0.0245;0.0478;0.146;0.179;0.1869;0.2038;0.0335;0.0934;NA;128;s2
2024-07-31;0.0092;0.0135;0.0337;0.0265;0.0516;0.1465;0.1832;0.1888;0.204;NA;0.0969;0.0484;128;s2
2024-08-05;0.0126;0.0172;NA;NA;NA;NA;NA;0.2073;0.2289;0.0332;NA;0.057;192;s2
2024-08-10;0.0051;0.0101;0.0294;0.0227;0.0475;0.1457;0.1836;0.188;0.2028;0.0262;0.0932;NA;128;s2
2024-08-15;0.007;0.0103;0.0268;NA;NA;0.1325;NA;0.168;0.1858;0.0364;0.0812;0.0372;64;s2
2024-08-20;0.6281;0.6839;0.694;0.6726;NA;0.6816;0.6721;0.725;0.6662;0.2826;0.5645;0.4483;194;s2
2024-08-25;0.0062;0.0112;0.0295;NA;NA;NA;0.1735;NA;NA;0.0378;0.0873;0.0412;128;s2
2024-08-30;0.0089;0.0118;0.0295;0.0224;0.0434;NA;0.1692;0.1742;0.19;0.0323;0.088;0.0425;128;s2
2024-09-04;0.4863;0.5844;0.5984;NA;NA;0.6265;0.6361;0.6835;NA;0.2839;0.549;0.4573;NA;s2
2024-09-09;0.0055;0.0099;0.026;0.0206;0.0415;0.1308;0.1641;0.174;0.1853;0.0391;0.0755;0.0349;64;s2
2024-09-19;0.89;0.6911;NA;NA;NA;0.7545;0.7663;NA;NA;0.5405;0.3805;0.3061;NA;s2
2024-09-24;-0.0852;-0.077;-0.0541;-0.0419;-0.0315;0.0085;0.027;0.0286;0.0361;-0.0169;0.0117;0.0062;200;s2
2024-09-29;0.0063;0.0095;NA;NA;0.0426;0.1223;0.1481;NA;NA;0.072;0.0741;0.0352;NA;s2
2024-10-09;0.3187;0.3323;0.312;0.2511;0.253;0.3167;0.3471;0.4208;0.3735;0.2324;0.2126;NA;66;s2
2024-10-19;0.5456;0.4959;0.4851;0.4729;0.4861;0.5021;NA;0.5107;0.5171;NA;0.2858;0.2523;194;s2
2024-10-24;0.6055;0.5668;0.5748;0.5663;0.5777;0.5953;0.6041;0.5932;0.605;0.1583;0.4067;0.2992;194;s2
2024-10-29;0.0048;NA;0.0157;0.0159;NA;NA;NA;0.1123;0.1311;NA;NA;0.029;64;s2
2024-11-03;0.0085;0.0088;0.0209;0.0229;0.0404;NA;0.1187;0.1214;0.1359;0.0577;0.0722;0.0424;128;s2
2024-11-08;0.0063;0.0045;NA;0.0144;NA;0.0875;0.1062;NA;0.1252;0.0497;0.0593;0.0273;64;s2
2024-11-13;0.0038;0.0035;0.0148;NA;0.0337;0.0976;0.1157;NA;0.139;0.0675;0.057;0.0278;64;s2
2024-11-23;-0.0133;-0.0092;NA;0.0061;0.0251;0.0894;0.1097;0.1127;0.1308;NA;0.0434;0.0216;192;s2
2024-11-28;0.3987;NA;0.337;0.3552;0.362;0.3769;0.3807;0.3645;0.3873;0.1042;0.2564;0.195;130;s2
2024-12-03;0.2586;0.4925;0.4986;0.4529;0.4363;0.4281;0.3975;0.5381;0.3779;NA;NA;NA;NA;s2
2024-12-18;0.009;0.042;0.0474;NA;0.0705;0.1276;0.1508;0.1757;0.1725;NA;0.1182;NA;194;s2
2024-12-23;-0.0205;NA;-0.0062;-0.0036;0.0148;0.0865;0.1116;0.1097;0.1265;0.0722;0.0326;0.0169;192;s2
2024-12-28;-0.0258;-0.0139;-9e-04;-2e-04;NA;0.0894;NA;0.1268;0.1357;NA;NA;NA;192;s2
2020-01-11;0.0024;0.0046;0.0107;0.0056;NA;NA;NA;0.0938;NA;NA;0.0287;0.0131;72;ls
2020-01-27;-5e-04;0.0051;0.0135;0.0065;NA;NA;NA;0.0999;NA;NA;0.0335;0.0173;128;ls
2020-02-12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ls
2020-02-28;0.0031;0.0112;0.0272;0.0242;NA;NA;NA;0.1306;NA;NA;0.0533;0.0316;200;ls
2020-03-15;0.0044;0.0059;0.0204;0.0107;NA;NA;NA;0.1335;NA;NA;0.042;0.0205;196;ls
2020-03-31;-0.0205;-0.0259;0.0505;0.0364;NA;NA;NA;0.183;NA;NA;-0.0079;0.0087;208;ls
2020-04-16;0.0179;0.0395;0.0895;0.0878;NA;NA;NA;0.2102;NA;NA;0.1216;0.0871;194;ls
2020-05-02;0.521;0.5198;0.5566;0.5572;NA;NA;NA;0.591;NA;NA;0.5239;0.4785;194;ls
2020-05-18;-0.0072;0.0125;0.1002;0.0783;NA;NA;NA;0.2344;NA;NA;0.1338;0.1132;194;ls
2020-06-03;0.0118;0.0263;0.054;0.052;NA;NA;NA;0.1915;NA;NA;0.1099;0.07;194;ls
2020-06-19;0.4964;0.4905;0.4645;0.4582;NA;NA;NA;0.508;NA;NA;0.1926;0.1866;194;ls
2020-07-05;0.0094;0.0134;0.0295;0.024;NA;NA;NA;0.161;NA;NA;0.0885;0.0457;64;ls
2020-07-21;0.0091;0.0144;0.0301;0.0239;NA;NA;NA;0.1658;NA;NA;0.0837;0.0417;68;ls
2020-08-06;0.0084;0.0123;0.027;0.0211;NA;NA;NA;0.1504;NA;NA;0.0764;0.0373;64;ls
2020-08-22;0.0082;0.0125;0.0252;0.019;NA;NA;NA;0.1488;NA;NA;0.0743;0.0363;64;ls
2020-09-07;1.1488;1.1501;1.1031;1.1012;NA;NA;NA;1.0806;NA;NA;0.6176;0.432;194;ls
2020-09-23;0.5551;0.5464;0.5211;0.5144;NA;NA;NA;0.5798;NA;NA;0.2115;0.1876;194;ls
2020-10-09;0.0064;0.0137;0.0309;0.0258;NA;NA;NA;0.1386;NA;NA;0.0677;0.0367;128;ls
2020-10-25;-0.009;0.011;0.0384;0.0309;NA;NA;NA;0.1249;NA;NA;0.0523;0.024;192;ls
2020-11-10;0.003;0.0093;0.0219;0.0201;NA;NA;NA;0.1075;NA;NA;0.0515;0.0282;72;ls
2020-11-26;0.0016;0.0062;0.0138;0.0111;NA;NA;NA;0.0987;NA;NA;0.0407;0.0186;64;ls
2020-12-12;0.0013;-0.0059;0.0136;-0.0063;NA;NA;NA;0.1228;NA;NA;0.011;0.0127;208;ls
2021-01-13;0.2592;0.271;0.3107;0.2755;NA;NA;NA;0.4067;NA;NA;0.1117;0.1194;194;ls
2021-01-29;0.2435;0.2447;0.2366;0.2584;NA;NA;NA;0.3162;NA;NA;0.1158;0.1319;194;ls
2021-02-14;0.0281;0.0255;0.0322;0.0226;NA;NA;NA;0.1152;NA;NA;0.0312;0.0174;198;ls
2021-03-02;0.0263;0.0275;0.0303;0.0236;NA;NA;NA;0.1206;NA;NA;0.0389;0.0206;132;ls
2021-03-18;0.027;0.0388;0.0606;0.0582;NA;NA;NA;0.1715;NA;NA;0.06;0.0389;194;ls
2021-04-03;0.0072;0.0144;0.0308;0.0276;NA;NA;NA;0.1334;NA;NA;0.0755;0.0439;128;ls
2021-04-19;0.6353;0.6246;0.6022;0.5981;NA;NA;NA;0.6029;NA;NA;0.4344;0.4017;194;ls
2021-05-05;0.3966;0.4006;0.367;0.3815;NA;NA;NA;0.4979;NA;NA;0.3953;0.3412;194;ls
2021-05-21;0.4654;0.4735;0.453;0.4519;NA;NA;NA;0.5087;NA;NA;0.3591;0.3474;194;ls
2021-06-06;0.9238;0.9028;0.8368;0.818;NA;NA;NA;0.7781;NA;NA;0.2388;0.1931;194;ls
2021-06-22;0.0152;0.0203;0.0422;0.0303;NA;NA;NA;0.2268;NA;NA;0.1119;0.0587;136;ls
2021-07-08;0.0026;0.0135;0.0431;0.0327;NA;NA;NA;0.2085;NA;NA;0.0852;0.0397;192;ls
2021-07-24;0.0067;0.0172;0.0439;0.034;NA;NA;NA;0.2002;NA;NA;0.0917;0.046;192;ls
2021-08-09;2697;2929;3017;3120;NA;NA;NA;4789;NA;NA;3634;2968;194;ls
2021-08-25;297;308;518;371;NA;NA;NA;1816;NA;NA;947;597;194;ls
2021-09-10;44;101;248;184;NA;NA;NA;1569;NA;NA;635;299;64;ls
2021-09-26;81;266;706;650;NA;NA;NA;2073;NA;NA;1125;745;194;ls
2021-10-12;9762;9720;9119;8949;NA;NA;NA;8578;NA;NA;2541;2879;194;ls
2021-10-28;15;67;176;146;NA;NA;NA;1261;NA;NA;498;235;64;ls
2021-11-08;0.784;0.7781;0.7219;0.7123;NA;NA;NA;0.6885;NA;NA;0.1663;0.1892;194;ls
2021-11-13;0.5282;0.5224;0.508;0.5109;NA;NA;NA;0.5318;NA;NA;0.2815;0.2652;194;ls
2021-11-29;0.0055;-0.0012;0.0474;-0.0153;NA;NA;NA;0.1907;NA;NA;-0.0125;0.0253;208;ls
2021-12-07;0.01;0.0035;0.0135;-0.0025;NA;NA;NA;0.1298;NA;NA;0.0179;0.0131;208;ls
2021-12-15;0.0298;0.0264;0.0309;0.0172;NA;NA;NA;0.1415;NA;NA;0.0361;0.0241;192;ls
2021-12-23;0.0182;0.0202;0.0296;0.026;NA;NA;NA;0.1249;NA;NA;0.0421;0.0277;202;ls
2022-01-08;0.0103;0.009;0.0183;0.01;NA;NA;NA;0.1217;NA;NA;0.0328;0.0178;196;ls
2022-01-16;0.0056;0.0054;0.0105;0.0059;NA;NA;NA;0.0958;NA;NA;0.0309;0.0146;72;ls
2022-01-24;0.0064;0.0088;0.0149;0.0096;NA;NA;NA;0.1005;NA;NA;0.0352;0.0162;72;ls
2022-02-01;0.0158;0.0168;0.0279;0.0231;NA;NA;NA;0.1336;NA;NA;0.0647;0.0415;130;ls
2022-02-09;0.0065;0.0076;0.0147;0.0103;NA;NA;NA;0.1119;NA;NA;0.0408;0.0196;68;ls
2022-02-17;0.0068;0.0064;0.0183;0.0072;NA;NA;NA;0.1226;NA;NA;0.0231;0.0118;192;ls
2022-02-25;0.2427;0.248;0.2661;0.298;NA;NA;NA;0.4074;NA;NA;0.3621;0.3064;194;ls
2022-03-05;0.006;0.0111;0.0226;0.0185;NA;NA;NA;0.1232;NA;NA;0.0517;0.0262;128;ls
2022-03-21;0.0048;0.0159;0.0381;0.0373;NA;NA;NA;0.1481;NA;NA;0.0752;0.0419;192;ls
2022-03-29;0.0036;0.0269;0.0709;0.0693;NA;NA;NA;0.1834;NA;NA;0.1059;0.068;192;ls
2022-04-06;0.0081;0.013;0.0313;0.0262;NA;NA;NA;0.1479;NA;NA;0.0643;0.0335;128;ls
2022-04-14;0.0113;0.0179;0.0325;0.0314;NA;NA;NA;0.1523;NA;NA;0.0831;0.0447;64;ls
2022-04-30;-0.0511;-0.0356;0.0169;-0.0136;NA;NA;NA;0.1104;NA;NA;0.0676;0.0482;194;ls
2022-05-08;0.4827;0.4777;0.4602;0.4578;NA;NA;NA;0.4958;NA;NA;0.1908;0.1917;194;ls
2022-05-16;-0.0629;-0.0316;0.0681;0.0467;NA;NA;NA;0.1406;NA;NA;0.0713;0.0639;194;ls
2022-05-24;389;517;935;657;NA;NA;NA;2791;NA;NA;1682;1208;194;ls
2022-06-01;0.0144;0.0204;0.0451;0.0362;NA;NA;NA;0.2085;NA;NA;0.1078;0.0559;192;ls
2022-06-09;8237;8103;7586;7438;NA;NA;NA;7174;NA;NA;1177;1382;194;ls
2022-06-17;0.0075;0.0186;0.0452;0.0398;NA;NA;NA;0.2034;NA;NA;0.1133;0.0666;128;ls
2022-06-25;5567;5641;5481;5514;NA;NA;NA;5967;NA;NA;4900;4427;194;ls
2022-07-03;0.0152;0.0205;0.0404;0.0321;NA;NA;NA;0.2148;NA;NA;0.1069;0.0536;128;ls
2022-07-11;142;188;352;283;NA;NA;NA;1910;NA;NA;961;502;64;ls
2022-07-19;0.0043;0.0121;0.0355;0.0286;NA;NA;NA;0.1895;NA;NA;0.0949;0.0482;132;ls
2022-07-27;4110;4078;4003;4029;NA;NA;NA;4801;NA;NA;2999;2664;130;ls
2022-08-04;0.0086;0.0144;0.0312;0.0239;NA;NA;NA;0.1695;NA;NA;0.086;0.0412;64;ls
2022-08-20;9011;8926;8357;8169;NA;NA;NA;7915;NA;NA;3723;3775;194;ls
2022-08-28;-1348;-1178;-90;-323;NA;NA;NA;803;NA;NA;370;386;194;ls
2022-09-05;88;198;321;286;NA;NA;NA;1760;NA;NA;787;399;136;ls
2022-09-13;40;89;245;194;NA;NA;NA;1473;NA;NA;696;345;64;ls
2022-09-21;0.0075;0.0117;0.0237;0.0182;NA;NA;NA;0.1398;NA;NA;0.0646;0.0309;64;ls
2022-09-29;9354;9247;8620;8487;NA;NA;NA;8242;NA;NA;3043;3194;194;ls
2022-10-07;0.0018;0.0063;0.019;0.0158;NA;NA;NA;0.1304;NA;NA;0.0593;0.0276;64;ls
2022-10-15;0.0042;0.0128;0.0271;0.0257;NA;NA;NA;0.1229;NA;NA;0.0608;0.036;72;ls
2022-10-23;0.0027;0.0113;0.0244;0.0218;NA;NA;NA;0.1255;NA;NA;0.0583;0.0287;64;ls
2022-10-31;-0.1216;-0.0805;0.0425;0.0074;NA;NA;NA;0.2034;NA;NA;0.1721;0.1465;194;ls
2022-11-08;-0.1551;-0.1445;-0.0248;0.0092;NA;NA;NA;0.254;NA;NA;0.1516;0.1333;194;ls
2022-11-24;0.0073;0.0086;0.0162;0.0105;NA;NA;NA;0.1074;NA;NA;0.0364;0.0171;64;ls
2022-12-18;0.0154;0.0176;0.0219;0.0123;NA;NA;NA;0.1177;NA;NA;0.0304;0.0156;192;ls
2022-12-26;0.0332;0.0309;0.0397;0.0285;NA;NA;NA;0.1424;NA;NA;0.0465;0.0279;202;ls
2023-01-03;0.642;0.6533;0.6093;0.6131;NA;NA;NA;0.6205;NA;NA;0.2186;0.2277;194;ls
2023-01-11;0.319;0.3288;0.3265;0.3426;NA;NA;NA;0.4386;NA;NA;0.1785;0.1727;194;ls
2023-01-27;-0.0479;-0.0235;0.0844;0.0368;NA;NA;NA;0.2107;NA;NA;0.0957;0.0942;194;ls
2023-02-04;0.0078;0.0064;0.0131;0.0072;NA;NA;NA;0.1018;NA;NA;0.0329;0.0171;128;ls
2023-02-12;0.0069;0.0164;0.0382;0.0367;NA;NA;NA;0.1513;NA;NA;0.068;0.0444;202;ls
2023-02-20;0.0031;0.0102;0.027;0.0252;NA;NA;NA;0.1255;NA;NA;0.0577;0.0317;192;ls
2023-03-08;0.0038;0.0109;0.0279;0.0249;NA;NA;NA;0.1346;NA;NA;0.063;0.0337;192;ls
2023-03-16;0.0069;0.0131;0.0278;0.0259;NA;NA;NA;0.1317;NA;NA;0.0674;0.0384;64;ls
2023-03-24;0.7751;0.7631;0.7119;0.6998;NA;NA;NA;0.6761;NA;NA;0.2519;0.274;194;ls
2023-04-01;0.0092;0.0464;0.1205;0.1328;NA;NA;NA;0.2363;NA;NA;0.2139;0.1863;194;ls
2023-04-09;0.0569;0.092;0.1234;0.1725;NA;NA;NA;0.3379;NA;NA;0.3108;0.2787;194;ls
2023-04-17;-0.0354;0.0273;0.0786;0.0903;NA;NA;NA;0.2332;NA;NA;0.1545;0.1197;194;ls
2023-04-25;0.4573;0.4543;0.4445;0.4486;NA;NA;NA;0.5193;NA;NA;0.3331;0.2998;194;ls
2023-05-03;0.8355;0.8424;0.7937;0.8056;NA;NA;NA;0.8066;NA;NA;0.5698;0.4456;194;ls
2023-05-27;0.0088;0.017;0.0413;0.0341;NA;NA;NA;0.1916;NA;NA;0.095;0.0481;192;ls
2023-06-04;1.0646;1.0699;1.0129;1.0114;NA;NA;NA;0.9988;NA;NA;0.4714;0.323;194;ls
2023-06-12;0.4401;0.4475;0.4591;0.465;NA;NA;NA;0.5486;NA;NA;0.4964;0.4558;130;ls
2023-06-20;0.0159;0.0467;0.0821;0.0783;NA;NA;NA;0.2531;NA;NA;0.1441;0.0949;194;ls
2023-06-28;0.0091;0.0173;0.0447;0.0314;NA;NA;NA;0.1671;NA;NA;0.1132;0.0806;194;ls
2023-07-06;0.9474;0.9413;0.8867;0.8741;NA;NA;NA;0.8398;NA;NA;0.1645;0.2012;194;ls
2023-07-14;0.003;0.0115;0.0296;0.0233;NA;NA;NA;0.1289;NA;NA;0.0556;0.0324;200;ls
2023-07-22;-0.0082;-0.0041;0.0131;-0.001;NA;NA;NA;0.0796;NA;NA;0.0247;0.014;200;ls
2023-07-30;0.0064;0.0101;0.0278;0.016;NA;NA;NA;0.1965;NA;NA;0.0743;0.0334;128;ls
2023-08-07;0.0026;0.008;0.0271;0.0182;NA;NA;NA;0.1772;NA;NA;0.0678;0.0325;136;ls
2023-08-15;0.0035;0.0108;0.0279;0.0199;NA;NA;NA;0.1726;NA;NA;0.0708;0.0318;128;ls
2023-08-23;0.0068;0.0128;0.0318;0.0238;NA;NA;NA;0.1861;NA;NA;0.0809;0.0376;128;ls
2023-08-31;0.6843;0.7017;0.6547;0.6734;NA;NA;NA;0.7275;NA;NA;0.5743;0.4818;194;ls
2023-09-08;0.0054;0.0104;0.0233;0.0174;NA;NA;NA;0.1555;NA;NA;0.0659;0.03;64;ls
2023-09-16;0.01;0.0129;0.0275;0.0184;NA;NA;NA;0.1743;NA;NA;0.0727;0.0365;128;ls
2023-09-24;0.0021;0.0101;0.0251;0.0197;NA;NA;NA;0.1469;NA;NA;0.0552;0.0248;64;ls
2023-10-02;0.0049;0.0131;0.0308;0.0259;NA;NA;NA;0.1605;NA;NA;0.0681;0.0346;76;ls
2023-10-10;0.0248;0.0519;0.0903;0.0957;NA;NA;NA;0.167;NA;NA;0.1126;0.0913;194;ls
2023-10-18;0.0064;0.0199;0.0471;0.0422;NA;NA;NA;0.2002;NA;NA;0.1001;0.062;200;ls
2023-10-26;0.2084;0.2208;0.2509;0.2674;NA;NA;NA;0.3764;NA;NA;0.1934;0.1892;194;ls
2023-11-11;0.0028;0.0068;0.0192;0.0153;NA;NA;NA;0.1337;NA;NA;0.0424;0.0194;72;ls
2023-11-19;0.0033;0.0079;0.0196;0.0152;NA;NA;NA;0.1336;NA;NA;0.0544;0.0259;72;ls
2023-11-27;0.0022;0.0129;0.0283;0.0255;NA;NA;NA;0.1357;NA;NA;0.0614;0.0357;136;ls
2023-12-05;0.4977;0.4885;0.4729;0.4659;NA;NA;NA;0.4916;NA;NA;0.3101;0.2458;194;ls
2023-12-21;-0.0046;0.0163;0.0489;0.0544;NA;NA;NA;0.1321;NA;NA;0.0731;0.0582;202;ls
2023-12-29;0.0239;0.0359;0.0641;0.0521;NA;NA;NA;0.1858;NA;NA;0.1135;0.0994;194;ls
2024-01-14;-0.0204;-0.0087;0.0116;0.0111;NA;NA;NA;0.0825;NA;NA;0.0229;0.0149;200;ls
2024-01-22;0.5505;0.5509;0.5196;0.5138;NA;NA;NA;0.5221;NA;NA;0.1889;0.2035;194;ls
2024-01-30;0.0016;0.0045;0.0124;0.0066;NA;NA;NA;0.1066;NA;NA;0.0368;0.0167;128;ls
2024-02-07;0.5034;0.5058;0.5042;0.5192;NA;NA;NA;0.6018;NA;NA;0.4346;0.3995;194;ls
